,yokai,question,correct,gpt4o-mini,meta-llama-3.3-70b-instruct,gpt4o,llama-3.1-70b-japanese-instruct-2407,llama-3.1-swallow-70b-instruct-v0.1,llama-3-elyza-jp-8b,qwen2.5-32b-instruct,calm3-chat,qwen2.5-7b-instruct,llama-3.1-swallow-8b-instruct-v0.3,eurollm-9b-instruct,qwen2-7b-instruction,qwen2.5-14b-instruct,qwen2.5-3b-instruct,llama-3.1-swallow-8b-instruct-v0.1,gemma-2-27b-it,llama-3.1-swallow-8b-instruct-v0.2,meta-llama-3.1-8b-instruct,meta-llama-3-8b-instruct,tanuki-8x8b-dpo-v1.0,mistral-nemo-instruct-2407,gemma-2-9b-it,swallow-13b-instruct-v0.1,llm-jp-3-13b-insturct,llama-3.2-3b-instruct,gemma-2-2b-it,swallow-7b-instruct-v0.1,llm-jp-3-1.8b-instruct,llm-jp-3-3.7b-instruct,mistral-7b-instruct-v0.2,tanuki-8b-dpo-v1.0,eurollm-1.7b-instruct,llama-3-swallow-70b-instruct-v0.1,llama-3-swallow-8b-instruct-v0.1
204,お歯黒べったり、鉄漿べったり,"日本の妖怪「お歯黒べったり」が現れる場所として一般的に言われているのはどこでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山の中
- 町外れの神社や寺
- 川の近く
- 地下道",町外れの神社や寺,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,True,True,,,
205,おばりよん,"日本の妖怪「おばりよん」が背中に乗るとされる行為は何と呼ばれていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 負われたい
- おんぶ
- おぼさりたい
- ばろんばろん",負われたい,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,
206,オボノヤス,"日本の妖怪である「オボノヤス」が人間に出会った際に行うとされている行動は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 霧を吐き出す
- 声をかける
- 影を追う
- 光を放つ",霧を吐き出す,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,,,
207,オボラ,"日本の妖怪オボラが現れるとされる現象は何とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 原因不明の火
- 雨の後の虹
- 月の光
- 地震",原因不明の火,True,True,True,,True,True,True,True,False,,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,,,,False,,
208,朧車,"日本の妖怪である「朧車」は、どのような音がすることが多いとされているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 鈴の音
- 車のきしる音
- 人の叫び声
- 風の音",車のきしる音,False,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,,True,True,True,False,True,True,True,False,False,,,
209,おまんの母,"日本の妖怪「おまんの母」にまつわる伝説によれば、近くを通りかかると老婆が現れて名乗ると言われるのはどの岩とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- こそこそ岩
- 味噌岩
- オマンノ岩
- 杓子岩",オマンノ岩,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,,False,False,True,True,True,True,True,False,False,False,,
210,おもい,"日本の妖怪「覚」は人の心を読むとされていますが、彼が現れる際に何をすると逃げ去るとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人が驚く声を上げる
- 木片や焚き木が偶然跳ねてぶつかる
- 人が逃げ出す
- 心を読むことに失敗する",木片や焚き木が偶然跳ねてぶつかる,False,True,False,True,True,False,True,False,True,False,False,False,True,,True,False,True,True,False,False,False,,False,False,False,False,False,False,False,,,,,
211,親にらみ,"日本の妖怪「親にらみ」について、どのような姿を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 目が頭の前に二つある
- 目が頭の後ろに一つある
- 目が体の横についている
- 目が口の中にある",目が頭の後ろに一つある,True,True,True,True,True,False,True,False,True,True,,False,,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True,False,,False,,
212,おんぶおばけ,"日本の妖怪「おんぶおばけ」において、夜道を歩く際に安全とされる行為は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 金鉢をかぶる
- 特定の呪文を唱える
- 特別な衣服を着る
- 明かりを持つ",金鉢をかぶる,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
213,女天狗,"女天狗に関する伝承において、彼女が持つとされる特定の特徴は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 短い髪
- 赤い目
- 長い頭髪
- 金色の羽",長い頭髪,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,,,,
214,オンボノヤス,"日本の妖怪である「オンボノヤス」が人間に霧を吹きかけた場合、どのような影響があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 記憶を失わせる
- 道がわからなくなる
- 視力を奪う
- 声が出なくなる",道がわからなくなる,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,True,,False,True,True,False,False,False,False,False,,,
215,陰摩羅鬼,"日本の妖怪「陰摩羅鬼」が現れるとされる状況は何とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 十分な供養を受けた死体の近く
- 新しい死体が仮置きされた場所
- 古い寺の廃墟の中
- 風が強い日の夜",新しい死体が仮置きされた場所,True,True,True,True,True,False,True,False,False,False,,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,,
216,温羅,"温羅が討伐された後、その首が静まらなかった理由とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 温羅の霊が怒っていたから
- 吉備津彦命が供物を怠ったから
- 温羅の妻の阿曽媛が関与していたから
- 討たれた温羅の首が生気を持っていたから",討たれた温羅の首が生気を持っていたから,False,False,False,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,,,
217,怨霊,"怨霊が生きている人に災いを与えるとされるのは、どのような感情が原因とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 喜び
- 恐怖
- 怨み
- 無関心",怨み,True,True,True,True,True,True,False,True,False,True,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,,
218,海人,"海人について、どのような皮膚の特徴があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 全身が硬い甲殻で覆われている
- 全身がたるんだ肉皮で覆われている
- 全身が鱗で覆われている
- 全身が毛で覆われている",全身がたるんだ肉皮で覆われている,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,,False,False,False,False,True,False,False,False,,,,
219,貝児,"貝児はどのような形態で貝桶から現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 大人の姿
- 動物の姿
- 子供のような姿
- 幽霊の姿",子供のような姿,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,,False,,,
220,カイナデ,"日本の妖怪カイナデが現れるとされる特定の時期はいつとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- お正月
- 節分の夜
- 夏祭りの夜
- お盆",節分の夜,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,,False,,
221,海難法師,"海難法師の伝承によると、どのような行動を取ると彼の姿を見た者は同様の死に様を晒すとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 海に飛び込む
- たらいに乗る
- 海難法師を呼ぶ
- 波に逆らう",たらいに乗る,False,True,False,False,False,False,True,False,True,False,,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,False,,,
222,貝吹坊,"貝吹坊が発する声のような音は、どのように表現されることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- ボー、ボー
- カッ、カッ
- ワン、ワン
- ニャー、ニャー",ボー、ボー,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,True,False,False,,False,True,True,True,,True,
223,餓鬼,"日本の妖怪である餓鬼は、どのような状態に常に苦しむとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 眠り
- 飢えと乾き
- 寒さ
- 孤独",飢えと乾き,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,,,
224,隠里,"日本の妖怪「隠れ里」に住む人々が営む生活はどのようなものであるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 争いが絶えない生活
- 平和で争いとは無縁の生活
- 常に外界からの侵入者に怯える生活
- 貧しい農業中心の生活",平和で争いとは無縁の生活,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,,
225,隠れ座頭,"隠れ座頭が人々に福を授けるとされる地方はどこだと考えられていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 秋田県
- 北海道
- 茨城県
- 大阪府",秋田県,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,,False,True,False,False,True,True,,
226,隠れ婆,"日本の妖怪「隠れ婆」が現れる時間帯はいつとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 昼間
- 夕方
- 深夜
- 朝方",夕方,True,True,True,True,True,False,False,False,False,False,False,False,,True,False,False,False,False,False,,False,False,False,False,False,,True,True,,True,False,False,,
227,影女,"日本の妖怪「影女」は、どのような場所にその姿が現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山の中
- 川のほとり
- 家の障子
- 神社の境内",家の障子,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,,True,True,True,False,False,True,True,False,False,True,False,,,
228,影鰐,"日本の妖怪である「影鰐」は、どのような現象を引き起こすとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 船乗りの影を飲み込む
- 海の色を変える
- 人々を海に引き込む
- 魚を釣り上げる",船乗りの影を飲み込む,True,True,True,True,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,,,,
229,元興寺,"元興寺に現れた妖怪は、何を捕まえようとしたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 雷神
- 鬼
- 妖怪
- 幽霊",鬼,False,False,True,False,True,True,True,True,False,True,False,True,,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,,True,,,
230,傘化け,"日本の妖怪である「傘化け」は特にどのような動作をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人を追いかける
- 飛び跳ねる
- 静かに隠れる
- 道を塞ぐ",飛び跳ねる,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,,,,
231,鍛冶媼,"日本の妖怪「鍛冶媼」において、彼女が呼び寄せるとされる動物は何であることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 犬
- 猫
- 狼
- 狐",狼,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
232,"カシマさん
","日本の妖怪カシマさんが引き起こすとされている「謎」の問いかけの一例として、どのような内容がよく知られているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- この話を誰に聞いた？
- どこに行きたい？
- 何を食べたい？
- どんな夢を見た？",この話を誰に聞いた？,True,True,True,True,True,True,False,True,True,False,False,True,,True,True,True,True,True,,False,True,True,True,True,,True,False,True,True,False,True,,,
233,火車,"日本の妖怪火車は、何を奪う存在とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 生きている動物
- 悪行を積んだ者の亡骸
- 家畜
- 人間の魂",悪行を積んだ者の亡骸,True,True,True,True,True,True,False,True,False,False,False,False,,False,True,False,True,True,True,True,False,False,False,True,False,False,True,True,False,,,,,
234,がしゃどくろ,"日本の妖怪である「がしゃどくろ」が生じる原因とされる死者の状況はどのようなものとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 埋葬されなかった死者
- 水に溺れた死者
- 生け贄にされた死者
- 長い間放置された死者",埋葬されなかった死者,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,False,,,
235,カシャ（ン）ボ,"日本の妖怪であるカシャ（ン）ボは、どのような生態を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 夏は河川にいて、冬は山に籠る
- 冬は海にいて、夏は山に籠る
- 一年中山に住んでいる
- 常に人間の視界に入る存在である",夏は河川にいて、冬は山に籠る,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,,,False,,True,,
236,かぜだま,"日本の妖怪かぜだまは、どのような現象とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の怨念が具現化した火の玉
- 生きている人間を襲う霊体
- 自然現象の一種である雷
- 動物の精霊が作り出す光",人間の怨念が具現化した火の玉,True,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,True,False,True,,False,False,False,True,True,False,True,False,,True,False,,,
237,カセドリ,"日本の妖怪カセドリが踊りながら歌うとされているフレーズはどれでしょうか？以下の4つから回答を1つ選び出力しなさい。
- カッカッカーのカッカッカー
- ホイホイのホイホイ
- アカアカのアカアカ
- トントンのトントン",カッカッカーのカッカッカー,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,,
238,火前坊,"日本の妖怪である「火前坊」が現れるとされる場所はどことされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 鳥部山
- 富士山
- 大分県
- 北海道",鳥部山,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,,False,True,True,True,True,False,,False,,,
239,片脚上臈,"日本の妖怪「片脚上臈」が出現するとされる場所はどことされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 富士山
- ハダナシ山
- 剣岳
- 白山",ハダナシ山,False,True,False,False,True,False,True,False,False,True,,True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,,,,False,,
240,がたがた橋,"がたがた橋にまつわる伝説では、金右衛門が不思議な音を聞いた際、誰の声が聞こえたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 隣村の人々
- 亡者たち
- 動物の声
- 妖怪の声",亡者たち,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,False,True,True,True,False,,True,True,True,True,False,False,False,False,,False,,
241,片耳豚,"日本の妖怪「片耳豚」が現れる場所として最も知られているのはどこだとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 名瀬市（現・奄美市）
- 鹿児島市
- 沖縄市
- 那覇市",名瀬市（現・奄美市）,True,True,True,True,True,True,True,False,False,True,False,True,,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,,,
242,片車輪,"日本の妖怪である「片車輪」は、姿を見た者に何をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 祟る
- 助ける
- 隠れる
- 祝福する",祟る,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,,
243,片葉の葦,"日本の妖怪「片葉の葦」にまつわる伝説において、留蔵が何をしたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- お駒を励ました
- お駒を追いかけた
- お駒を助けた
- お駒と友達になった",お駒を追いかけた,False,False,True,False,False,True,True,False,True,False,,False,True,False,False,False,False,,True,,False,,False,False,False,False,False,False,False,False,False,,,
244,片輪車,"日本の妖怪である「片輪車」に見られる乗り物は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 馬車
- 牛車
- 人力車
- 貨物車",牛車,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,
245,河童,"日本の妖怪である河童は、頭頂部の皿が乾いたり割れたりするとどうなるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 力を失うまたは死ぬ
- 怒る
- 水中で泳げなくなる
- 人間に変身する",力を失うまたは死ぬ,True,True,True,True,True,True,False,True,True,True,True,True,,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,,False,False,,True,True
246,桂男,"日本の妖怪である「桂男」が月で伐っているとされる木の名前は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 桜
- 桂
- 松
- 杉",桂,True,True,True,True,True,True,False,True,True,True,True,True,,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,,False,True,False,,
247,金霊,"日本の妖怪である金霊が訪れた家に現れるとされる現象は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 家が滅びる
- 土蔵が大判小判であふれる
- 空から雨のように金が降る
- 家の中に妖怪が住み着く",土蔵が大判小判であふれる,,True,,True,False,True,True,True,True,True,,True,True,False,True,False,True,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,,
248,蟹坊主,"日本の妖怪である「蟹坊主」に関する伝説で、旅の僧が問答を仕掛けたカニの化け物が退治された後、寺に何が起こらなくなったとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 幻影が見えるようになった
- 怪物が再び現れた
- 何も起こらなくなった
- 住職が次々と死んだ",何も起こらなくなった,True,True,True,True,True,True,True,False,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,
249,金玉,"日本の妖怪「金玉」は、訪れた家にどのような影響を与えるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 家が滅びる
- 家が栄える
- 家が静かになる
- 家が荒れる",家が栄える,,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True,,,
250,金槌坊,"日本の妖怪である「金槌坊」はどのような姿で描かれているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 手に剣を持っている
- 金槌を振り上げている
- 羽を持って空を飛んでいる
- 大きな目を持っている",金槌を振り上げている,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,False,,False,True,True,,,,
251,かなつぶて,"日本の妖怪である「かなつぶて」が使ったとされる武器は何とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 刀
- 金礫
- 弓矢
- 槍",金礫,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,,True,True,False,True,True,True,True,False,False,,False,False,,
252,金の神の火,"日本の妖怪「金の神の火」に関連する怪火が人間の死を予告しているとされることが多いですが、この怪火は何に関連して現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の夢
- 自然災害
- 財宝の埋蔵
- 神々の怒り",財宝の埋蔵,True,False,True,True,False,False,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,,,,
253,かぶきり小僧,"日本の妖怪「かぶきり小僧」が化ける姿として描かれる特徴的な服装は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 長い着物
- 妙に短い着物
- 破れた着物
- 豪華な着物",妙に短い着物,True,True,True,True,False,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,,,
254,カブキレワラシ,"日本の妖怪カブキレワラシに関する伝承では、カブキレワラシが悪戯をする際に残すとされる足跡の特徴はどのようなものであるとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 小さな足跡
- 大きな足跡
- 煙のような跡
- 人間の足跡",小さな足跡,False,False,False,True,False,True,False,True,False,False,,False,False,False,False,False,False,True,True,False,True,False,True,True,False,True,True,False,True,False,,,,
255,鎌鼬、窮奇,"日本の妖怪である「鎌鼬」に遭遇した際、どのような症状が最初に現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 激痛と出血
- 痛みはないが傷ができる
- 全く症状がない
- 強いかゆみ",痛みはないが傷ができる,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,,,
256,蟷螂坂,"日本の妖怪「蟷螂坂」は、特定の地名に由来する現象について言及されています。この妖怪に遭遇したとされる場所はどこであるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 鎌切坂
- 神楽坂
- 弁天坂
- 長崎坂",鎌切坂,False,False,False,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,,True,,,
257,かまど神,"日本の妖怪である「かまど神」が普段の役割として行っているとされることは何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 家族の健康を願う
- 家の人々の行いを監視する
- 火を調整する
- 田畑を守る",家の人々の行いを監視する,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,,
258,髪鬼,"日本の妖怪「髪鬼」が人間の女性の何が原因で妖怪と化したとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 怨みの念
- 愛情
- 恐れ
- 悲しみ",怨みの念,True,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,False,,True,False,True,,False,,,
259,髪切り、髪切虫,"日本の妖怪「髪切り」に関する記録では、髪を切られたことがある女性の名前が特に記されている事例があります。その女性の名前は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- あや
- ぎん
- さくら
- みどり",ぎん,False,True,False,True,False,False,False,True,True,True,False,,True,,False,False,False,True,False,True,False,False,,False,False,False,,False,,,,False,,
260,紙舞,"日本の妖怪である「紙舞」が現れるとされる時期はいつとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 神無月
- 正月
- 七夕
- お盆",神無月,True,False,True,False,False,True,True,True,True,True,False,False,,True,False,False,False,False,False,True,False,True,,False,False,True,,False,,False,False,,,
261,瓶長,"妖怪瓶長に関する解説文によれば、瓶長は何を持つ能力があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 水を自在に操る能力
- 人間の心を読む能力
- 空を飛ぶ能力
- 死者を蘇らせる能力",水を自在に操る能力,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,,False,,True,
262,亀姫,"亀姫に関する伝説では、彼女が住んでいたとされる城の城主は誰であるとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 加藤明成
- 伊達政宗
- 豊臣秀吉
- 徳川家康",加藤明成,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,,True,False,True,False,False,False,False,,False,False,,
263,蚊帳吊り狸,"日本の妖怪「蚊帳吊り狸」が遭遇した際に、どう対処することが推奨されているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 慌てずに心を平静に保つ
- すぐにその場を離れる
- 周りに助けを求める
- 蚊帳を引き裂く",慌てずに心を平静に保つ,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,False,,True,True,False,True,False,True,False,False,True,,,
264,からかさ（小僧）,"日本の妖怪である「からかさ小僧」が一般的に描かれる姿について、どのような特徴があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 二本足で立っている
- 一本足で飛び跳ねる
- 四本足で走る
- 頭にたたんだ傘を乗せている",一本足で飛び跳ねる,False,False,False,,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,
265,空木倒し,"日本の妖怪「空木倒し」が夜間に山から聞こえる音について、どのような音として伝えられていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- カーン、カーン
- ピーピー
- ゴロゴロ
- ザワザワ",カーン、カーン,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,True,,,
266,烏天狗,"日本の妖怪である烏天狗について、どのような特技を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 歌唱力
- 剣術
- 絵画
- 料理",剣術,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False,True,True,True,True,True,False,False,,True,,,,
267,ガラッパ,"日本の妖怪ガラッパが特定の人にしか見えないとされていることが多いですが、ガラッパはどのような行動をすることが多いとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 人間を助ける
- 悪戯をする
- 音を立てる
- 食べ物を与える",悪戯をする,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,,True,True,,,
268,画霊,"日本の妖怪である「画霊」は、どのような物に執念が乗り移るとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 彫刻
- 建物
- 人物画
- 風景画",人物画,True,True,True,True,True,True,True,True,False,,True,True,False,True,True,True,True,True,True,True,False,True,,True,True,True,True,True,False,True,True,False,,
269,川赤子,"日本の妖怪である「川赤子」は、どのような特徴を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 目が光る
- 赤ん坊の姿をしている
- 羽が生えている
- 水を吐く",赤ん坊の姿をしている,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,False,True,False,True,False,,True,
270,河媼,"日本の妖怪である「河媼」は、人に危害を加えることはないとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- はい、危害を加えることがある
- いいえ、全く危害を加えない
- 時々危害を加えることがある
- 状況による",いいえ、全く危害を加えない,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,,,
271,川男,"日本の妖怪「川男」は、どのような場所に生息しているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 高山の流れの大川
- 平地の河川
- 海辺の湿地
- 森の中の池",高山の流れの大川,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,,True,,
272,河女,"日本の妖怪である「河女」が現れるとされている場所はどことされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 十川の釜谷橋の土手
- 青森市の中心街
- 弘前城の周辺
- 八甲田山の山頂",十川の釜谷橋の土手,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,False,True,True,True,False,True,True,False,False,,,False,,,
273,川熊,"日本の妖怪である「川熊」が鉄砲を奪った際、どのような人物がその場にいたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 漁師
- 猟師
- 船頭
- 村人",猟師,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,,
274,川天狗,"日本の妖怪である「川天狗」に関して、彼が好むとされる食べ物は何かとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 米
- 魚
- 果物
- 肉",魚,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,,,True,True,,
275,川姫,"日本の妖怪である「川姫」が現れた際に、若者たちが災いから逃れるために何をするべきとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 大声で叫ぶ
- 下を向いて息を殺す
- 川に入る
- 逃げる",下を向いて息を殺す,True,True,True,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,,True,True
